method,test_case,participant,fluency,exposure,contrast,color,sharpness,noise,compression_artifacts,aesthetic
v1394,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,-1,-1,-1,0,0,1,-1
v4537,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,0,1,0,0,1,0
v0878,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,0,-1,-1,0,0,1,0
v4034,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,0,0,0,1,0
v2525,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,0,0,0,1,0
v2083,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,0,-1,0,0,0,1,0
v4125,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,0,0,0,0,1,0
v2525,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,0,0,0,1,0
v2349,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,1,1,1,0,0,1,1
v1373,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,-1,-1,-1,0,0,1,-1
v2083,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,0,-1,-1,0,0,1,-1
v4034,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,-1,0,0,1,-1
v4097,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,1,0,0,0,1,1
v0530,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,-1,-1,-1,0,0,-1,-1
v2519,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,0,0,0,0,1,-1
v4048,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,1,1,0,1,0,1,1
v1373,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,0,-1,-1,-1,0,1,-1
v2349,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,1,1,0,0,1,1
v2828,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,-1,-1,0,0,0,1,-1
v3065,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,0,-1,-1,0,0,0,1,-1
v4537,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,1,1,0,0,0,0,1,1
v0314,Maxwell,0c8ca1c9-aaa4-495b-a350-de53a2de024b,-1,1,-1,-1,-1,0,1,-1
v3065,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,-1,-1,0,0,0,-1
v3355,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,0,-1,0,0,1,0
v2525,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,0,-1,-1,0,0,1,0
v2083,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,1,0,1,-1,-1,-1,0
v2181,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,0,-1,0,0,1,0
v2635,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,0,0,-1,0,0,1,0
v3065,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,-1,-1,0,0,1,0
v0314,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,-1,-1,-1,-1,-1,-1,0
v2349,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,1,1,1,1,1,1
v2328,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,-1,0,0,0,0,0
v2181,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,0,0,0,0,0,0
v0314,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,0,-1,-1,-1,-1,-1,0
v2801,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,0,0,1,-1,-1,0,0
v2525,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,0,0,0,0,0,0,0
v4166,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,0,0,0,0,0,0
v3555,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,1,1,1,0,0,1
v4537,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,1,1,1,1,1,1
v1394,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,-1,-1,-1,-1,-1,-1,-1
v2349,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,1,1,1,1,1,1
v3292,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,0,-1,-1,-1,-1,-1,-1
v4511,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,0,0,0,1,1,0
v2349,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,1,1,1,1,1,1
v0265,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,1,0,0,0,1,0,0
v2181,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,1,1,0,0,0,0,1,0
v0009,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,-1,-1,-1,-1,-1,0,-1
v2828,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,1,0,1,0,0,0,0
v0886,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,-1,-1,-1,-1,0,0,-1
v2328,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,0,-1,-1,-1,-1,0,0,0
v0530,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,-1,-1,-1,-1,-1,-1,-1
v0529,Maxwell,712ea676-4242-48ad-8b1c-1851c5c289ec,-1,1,0,1,0,0,1,0
v1373,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,-1,0,-1,-1,0,0
v2181,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,-1,-1,0,0
v2513,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,-1,-1,0,0
v0878,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,0,0,0,-1,0
v3355,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,1,1,0,0,0,0,1
v3583,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,0,0,0,0,0
v3355,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,1,1,0,0,0,0,0,1
v1477,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,1,-1,-1,0,0
v3292,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,-1,0,-1,0
v0009,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,-1,-1,-1,-1,-1,-1,-1
v0328,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,-1,-1,-1,-1,-1,-1,-1
v4034,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,0,0,0,0,0
v0162,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,-1,-1,-1,-1,-1,-1,-1
v2801,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,-1,-1,-1,0
v3555,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,1,1,0,0,0,0,0
v4537,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,1,0,0,1,0,0,1,1
v3555,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,1,0,1,0,0,0,0,0
v2083,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,1,1,1,-1,-1,0,0
v1984,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,1,0,0,0,0
v2063,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,-1,-1,0,-1,0,0
v4125,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,1,0,0,0,1,0,0
v0094,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,-1,-1,0,-1,-1,-1,-1
v1703,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,0,0,-1,0
v4048,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,1,0,0,0,0,0
v3292,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,-1,-1,-1,0
v1984,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,1,0,1,0,0,0,0
v4125,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,0,0,0,0
v2828,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,0,0,0,0,0,0,-1,0
v1859,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,-1,-1,-1,-1,-1
v2349,Maxwell,7c3b36dd-81f3-4842-90d1-41f8d139292a,-1,0,0,-1,-1,-1,-1,-1
v3292,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,-1,0,1,-1,0,0,0
v3175,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,0,0,-1,-1,0,0
v3355,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,0,0,0,0,1,0
v3292,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,-1,1,-1,0,0,1
v1025,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,1,1,1,-1,0,0,0
v4048,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,1,1,1,1,1,1,1
v3292,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,1,1,0,0,0,0
v4034,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,1,1,1,0,1,1,0
v0878,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,1,1,1,1,0,-1,0
v0009,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,-1,-1,-1,0,0,0,-1
v3740,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,0,0,0,0,0,0
v2525,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,1,1,1,0,0,0,0
v0886,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,-1,-1,-1,0,0,0,-1
v2181,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,0,0,0,0,0,0
v2525,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,0,0,0,0,0,0
v4537,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,1,1,1,1,1,1,1
v3065,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,0,0,0,0,1,0
v2419,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,0,0,0,0,0,0,0
v1394,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,0,0,0,0,0,-1,0
v0314,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,0,0,0,0,0,-1,0
v4034,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,1,0,0,0,0,0
v3355,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,-1,0,0,0,0,0,0
v2419,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,0,0,0,-1,-1,-1,0
v4034,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,0,0,0,0,1,0
v2063,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,0,0,0,0,0,-1
v1859,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,1,1,1,1,1,0,0
v3065,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,1,0,1,1,0,0,0,0
v0162,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,-1,-1,-1,-1,-1,-1,0,-1
v3355,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,1,0,0,1,1,0
v1984,Maxwell,a36304a0-0663-4875-8856-0bae1782c522,0,0,0,-1,1,0,0,0
v2525,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4235,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v2889,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v1859,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,1,1,1,1,1,1,1
v2525,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v2801,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4166,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,0,0,-1,0
v2181,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4511,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4048,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v3555,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v4511,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,-1,1,-1,1
v2328,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,0,0,0,-1,0,-1,0
v2419,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4166,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v0009,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,-1,-1,-1,-1,-1,-1,-1
v3583,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,0,1
v0530,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,-1,0,-1,0
v4048,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,0,0,0,0
v4097,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v4537,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,1,1,1,1
v0314,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,0,0,-1,-1,-1,-1,0
v0824,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,-1,0,0,-1,0,-1,0
v3292,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,1,1,1,1,0,0,1,1
v0314,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,-1,0,0,0,0,-1,0
v0094,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,-1,-1,-1,-1,-1,-1,0
v1703,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,-1,0,1,1,1,0,0,0
v3175,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,0,0,-1,1
v1477,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,0,0,0,0
v0529,Maxwell,edc7f90b-f3f0-4de1-a315-0e649efdbd0d,0,0,0,0,0,0,-1,0
v1477,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,1,1,1,1,1,1,1
v0162,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,-1,-1,-1,-1,1,1,-1
v1394,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,0,1,0,1,0,1
v4048,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,1,1,0,1
v3355,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,0,1,1,1
v4511,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,1,1,1,1,1,1,1
v0094,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,-1,-1,-1,-1,1,1,-1
v4537,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,1,1,1,1
v2525,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,0,0,1,-1,1,1,1
v2349,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,1,1,1,1
v1394,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,0,1,-1,1,1,1
v3740,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,0,0,0,1,1,1
v0878,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,1,1,1,1,1,1,1
v4034,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,1,1,1,1
v0265,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,0,0,-1,1,0,0
v1373,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,0,0,-1,1,1,0
v3292,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,0,0,0,1,1,-1
v0824,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,0,0,0,0,1,1,-1
v0009,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,-1,-1,0,0,1,1,-1
v1703,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,1,1,1,1,1,1,0
v4235,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,1,1,1,1,1
v2525,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,0,0,1,0,1,1,0
v4511,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,1,1,1,1,1,0,1
v3355,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,0,1,0,1,0,1
v2063,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,0,0,0,1,0,0
v0009,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,-1,-1,-1,-1,-1,1,1,-1
v2419,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,-1,0,-1,1,0,-1
v2328,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,0,-1,-1,-1,1,1,0
v0328,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,0,0,-1,-1,-1,0,1,-1
v4048,Maxwell,30561a52-ca51-4d8f-9ce6-1b9e376ebb6b,1,1,1,0,1,0,1,1
v0314,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,0,-1,-1,-1,-1,-1,-1
v3065,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,0,0,-1,-1,-1,-1,-1
v4166,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,0,0,1,0
v1397,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,-1,0,0,0,-1,-1,-1,0
v2063,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,-1,-1,-1,-1,-1,-1,-1,-1
v4511,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v1477,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,-1,1,1,1,-1,0,0,1
v0162,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,-1,-1,-1,-1,-1,-1,-1,0
v0824,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,-1,-1,0
v3555,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v2181,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,0,-1,0
v4166,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,0,0,0,1
v4166,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,0,1,0,0,0,1
v1397,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,-1,1,0,0,-1,-1,-1,0
v0094,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,-1,-1,-1,-1,-1,-1,-1
v4537,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v2519,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,-1,-1,0
v4048,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,0,1,0,1
v2349,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v2328,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,-1,-1,0
v1373,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,0,0,-1,-1,-1,-1,0
v0265,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,-1,-1,-1
v4537,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v1394,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,-1,-1,-1,-1,-1,-1,-1
v4048,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,1,1,1,1,0,0,1
v4097,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,0,0,0,1,0,1
v0328,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,-1,-1,-1,-1,-1,-1,-1
v4511,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v2519,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,0,0,0,0,-1,0,0,0
v4537,Maxwell,f020e26d-309c-4394-81bf-7db2f467bc8e,1,1,1,1,1,1,1,1
v2525,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,-1,-1,-1,1,-1,1
v2513,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,-1,-1,0,1,0,1
v1190,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v3175,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,0,0,-1,0,-1,-1,-1,0
v3583,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v1477,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,0,-1,1,-1,-1,-1,0
v3292,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,1,1,1,1,0,1
v0032,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,-1,0,0,1,-1,1
v4048,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,-1
v2519,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,1,1,1,1,-1,1
v3583,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v4235,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v2519,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,0,1,0,1,1,1
v4537,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v0009,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,0,0,0,1,1,0
v4166,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,0,1,0,1
v2349,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,1,1,1,1,-1,1
v4511,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,-1
v0886,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,-1,0,0,1,0,0
v1397,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,0,1,1,1,-1,1
v0009,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,-1,0,0,0,1,0,0
v1397,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,1,1,0,1,-1,1
v2349,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,1,1,1,1,1,1,1
v3065,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,0,-1,-1,-1,0,-1,-1
v0094,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,-1,-1,-1,-1,-1,-1,-1
v3583,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v1984,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,-1,-1,-1,1,1,-1,1
v4537,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,1,1,1,1,1,1,1,1
v2328,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,0,1,0,0,0,1,0,1
v2419,Maxwell,148a0216-b671-4cdd-992c-7aba2d0b85cb,-1,0,-1,-1,-1,0,-1,1
v4537,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v0824,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,-1,1
v3292,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,0,0,1,1
v1025,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,-1,1,1,1,1,1,1,1
v3065,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,0,0,1,1
v2083,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,0,1,1
v1373,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,0,0,1,1
v4048,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v2801,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,0,0,1,1
v4537,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v2419,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,0,1,1
v2513,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v2889,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,0,1,1,1
v2519,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v2519,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v1373,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,-1,-1,1,1
v0529,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,-1,1,1,1,1,1,1,1
v3175,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,-1,-1,-1,1
v4537,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,1,1,1
v2525,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,0,1,1
v2635,Maxwell,0de1e2fe-9589-46ff-ad16-6a47adb8c61a,1,1,1,1,1,0,1,1
